deal_id,deal_date,city,neighborhood,street,house_number,property_type,rooms,sqm,price,lat,lon
101120,2025-08-02,Tel Aviv,Yad Eliyahu,Bialik,125,apartment,2,45,2428000,32.096511,34.781952
101121,2025-10-27,Tel Aviv,Lev HaIr,Weizmann,64,apartment,2.5,55,2595000,32.075268,34.784355
101122,2024-05-30,Tel Aviv,Ramat Aviv,Herzl,168,garden_apartment,4,90,4798000,32.082060,34.781792
101123,2025-02-09,Tel Aviv,Neve Tzedek,Weizmann,32,apartment,5,110,6252000,32.071305,34.794239
101124,2025-11-30,Tel Aviv,Florentin,Marmorek,166,penthouse,3,68,3269000,32.081734,34.812080
101125,2025-03-22,Tel Aviv,Florentin,Hartom,92,garden_apartment,4,82,4156000,32.078528,34.802465
101126,2024-08-23,Tel Aviv,Old North,Rambam,148,apartment,4.5,100,6243000,32.089785,34.791601
101127,2025-12-16,Tel Aviv,Lev HaIr,Borochov,56,private_house,4.5,100,4926000,32.060531,34.782339
101128,2024-09-29,Tel Aviv,Yad Eliyahu,Tchernichovsky,93,apartment,5,110,5504000,32.095835,34.781021
101129,2025-11-21,Tel Aviv,Neve Tzedek,Weizmann,66,garden_apartment,5,110,5728000,32.078682,34.779215
101130,2024-10-17,Tel Aviv,Ramat Aviv,Jabotinsky,183,apartment,3.5,75,4254000,32.086250,34.788770
101131,2025-01-07,Tel Aviv,Old North,Ahad HaAm,16,apartment,4,82,4201000,32.081567,34.793880
101132,2026-01-29,Tel Aviv,Old North,Ahad HaAm,39,apartment,2.5,55,2542000,32.103162,34.787365
101133,2024-08-20,Tel Aviv,Florentin,Rambam,47,garden_apartment,4,90,3899000,32.087266,34.779683
101134,2025-07-04,Tel Aviv,Ramat Aviv,Herzl,146,private_house,3.5,75,3706000,32.092130,34.770242
101135,2026-01-06,Tel Aviv,Florentin,Weizmann,98,penthouse,4,90,5503000,32.079666,34.781210
101136,2026-03-05,Tel Aviv,Lev HaIr,Allenby,126,apartment,5.5,140,8393000,32.080838,34.803025
101137,2024-07-20,Tel Aviv,Lev HaIr,Jabotinsky,139,apartment,3,62,2751000,32.073208,34.781448
101138,2025-05-12,Tel Aviv,Neve Tzedek,Frug,147,apartment,5,110,6482000,32.083970,34.794562
101139,2024-12-11,Tel Aviv,Florentin,Allenby,137,penthouse,4.5,100,5783000,32.090097,34.772516
101140,2025-10-01,Tel Aviv,Ramat Aviv,Weizmann,6,apartment,5.5,140,7361000,32.111264,34.763407
101141,2025-08-07,Tel Aviv,Ramat Aviv,Jabotinsky,20,apartment,5,120,5949000,32.084789,34.751701
101142,2025-09-11,Tel Aviv,Neve Tzedek,Marmorek,14,apartment,4,82,4292000,32.098579,34.762262
101143,2026-03-08,Tel Aviv,Ramat Aviv,HaShalom,80,apartment,5.5,140,8552000,32.080065,34.767371
101144,2025-05-09,Tel Aviv,Ramat Aviv,Ben Yehuda,3,apartment,5,110,6658000,32.074802,34.767789
101145,2026-03-02,Tel Aviv,Florentin,Sokolov,122,apartment,4.5,100,6438000,32.097076,34.787569
101146,2026-03-15,Tel Aviv,Ramat Aviv,Sokolov,190,garden_apartment,4,82,4990000,32.096434,34.798734
101147,2025-05-04,Tel Aviv,Neve Tzedek,Ahad HaAm,162,garden_apartment,3,62,3837000,32.079109,34.759241
101148,2026-03-08,Tel Aviv,Lev HaIr,Marmorek,191,apartment,4,82,3939000,32.075613,34.818872
101149,2026-03-18,Tel Aviv,Old North,Rambam,45,apartment,2,45,2595000,32.089340,34.793231
101150,2026-03-08,Tel Aviv,Ramat Aviv,Borochov,113,apartment,5,110,5744000,32.056118,34.789260
101151,2025-08-07,Tel Aviv,Ramat Aviv,Ben Yehuda,38,apartment,5.5,140,6364000,32.083122,34.760333
101152,2025-03-01,Tel Aviv,Neve Tzedek,HaShalom,36,apartment,2,45,2341000,32.101985,34.786668
101153,2025-12-19,Tel Aviv,Yad Eliyahu,HaShalom,183,apartment,3.5,75,3713000,32.085211,34.771782
101154,2025-08-03,Tel Aviv,Lev HaIr,Ben Yehuda,181,garden_apartment,2,45,2810000,32.090571,34.755146
101155,2025-10-31,Tel Aviv,Old North,Weizmann,47,private_house,6,160,7870000,32.094373,34.789076
101156,2024-11-14,Tel Aviv,Yad Eliyahu,Jabotinsky,172,apartment,5,110,5541000,32.069297,34.791728
101157,2025-07-23,Tel Aviv,Yad Eliyahu,Rambam,168,penthouse,3,68,3048000,32.089427,34.772938
101158,2025-01-09,Tel Aviv,Lev HaIr,Allenby,157,apartment,3,62,3408000,32.100476,34.768634
101159,2025-09-20,Tel Aviv,Neve Tzedek,Allenby,180,apartment,3,68,3818000,32.063643,34.781321
101160,2026-02-21,Tel Aviv,Ramat Aviv,Ahad HaAm,110,penthouse,2.5,55,2310000,32.086763,34.766835
101161,2026-02-13,Tel Aviv,Florentin,Borochov,19,apartment,4,82,3127000,32.089559,34.778318
101162,2025-04-30,Tel Aviv,Florentin,Sokolov,65,apartment,3.5,75,4037000,32.086871,34.787897
101163,2024-06-13,Tel Aviv,Yad Eliyahu,Ahad HaAm,43,private_house,5,110,5826000,32.096894,34.788048
101164,2025-04-29,Tel Aviv,Old North,Jabotinsky,159,garden_apartment,3.5,75,3975000,32.073676,34.786716
101165,2025-12-19,Tel Aviv,Ramat Aviv,Jabotinsky,110,apartment,5.5,140,6680000,32.082438,34.763974
101166,2024-10-04,Tel Aviv,Lev HaIr,Bialik,20,apartment,5.5,140,6613000,32.088800,34.775753
101167,2025-06-18,Tel Aviv,Lev HaIr,Frug,167,garden_apartment,2,45,2647000,32.091978,34.771535
101168,2025-10-31,Tel Aviv,Lev HaIr,Ben Yehuda,163,apartment,2,45,2599000,32.090168,34.782795
101169,2024-11-08,Tel Aviv,Ramat Aviv,HaShalom,181,apartment,4.5,100,4776000,32.096493,34.799713
101170,2024-10-30,Tel Aviv,Ramat Aviv,Tchernichovsky,182,apartment,2,45,2463000,32.087890,34.779249
101171,2025-11-07,Tel Aviv,Neve Tzedek,Bialik,142,garden_apartment,5.5,140,7812000,32.075457,34.782760
101172,2025-12-02,Tel Aviv,Florentin,Bialik,100,garden_apartment,5,120,6485000,32.089549,34.774419
101173,2024-08-28,Tel Aviv,Yad Eliyahu,Allenby,4,garden_apartment,2.5,55,3392000,32.084316,34.795221
101174,2026-04-04,Tel Aviv,Lev HaIr,Ahad HaAm,22,private_house,3,68,3442000,32.100644,34.796581
101175,2024-09-24,Tel Aviv,Neve Tzedek,Allenby,100,apartment,5,120,6084000,32.086097,34.776845
101176,2025-03-06,Tel Aviv,Florentin,Ahad HaAm,175,apartment,5,120,6336000,32.064992,34.797096
101177,2024-09-24,Tel Aviv,Old North,Herzl,38,apartment,5,110,5342000,32.079809,34.779720
101178,2025-01-05,Tel Aviv,Yad Eliyahu,Rambam,117,private_house,5,120,6274000,32.082001,34.794135
101179,2024-11-11,Tel Aviv,Ramat Aviv,Ben Yehuda,119,apartment,5,120,6434000,32.083125,34.800682
101180,2026-02-16,Tel Aviv,Lev HaIr,Ben Yehuda,24,garden_apartment,2,45,2673000,32.071012,34.796258
101181,2025-03-23,Tel Aviv,Ramat Aviv,Sokolov,29,penthouse,5,120,6999000,32.087127,34.775110
101182,2025-11-10,Tel Aviv,Yad Eliyahu,Herzl,178,penthouse,6,160,8721000,32.103598,34.772993
101183,2024-11-07,Tel Aviv,Neve Tzedek,Sokolov,139,apartment,4.5,100,5079000,32.089631,34.786891
101184,2025-01-24,Tel Aviv,Lev HaIr,Allenby,121,apartment,3,68,3368000,32.089713,34.797682
101185,2025-09-12,Tel Aviv,Yad Eliyahu,HaShalom,4,apartment,4.5,100,4239000,32.096786,34.761999
101186,2025-02-26,Tel Aviv,Neve Tzedek,Weizmann,170,apartment,6,160,9612000,32.083447,34.781878
101187,2025-05-26,Tel Aviv,Florentin,Ben Yehuda,17,apartment,3.5,75,4027000,32.075658,34.783712
101188,2026-02-14,Tel Aviv,Old North,Bialik,171,apartment,5,110,6156000,32.094532,34.776553
101189,2024-07-06,Tel Aviv,Florentin,Ben Yehuda,153,garden_apartment,3.5,75,4575000,32.125124,34.792839
101190,2024-07-23,Tel Aviv,Yad Eliyahu,Frug,141,apartment,5,120,6891000,32.078064,34.800262
101191,2024-08-25,Tel Aviv,Florentin,HaShalom,48,apartment,3,62,3701000,32.076464,34.775528
101192,2026-03-14,Tel Aviv,Yad Eliyahu,Bialik,73,apartment,5,110,4574000,32.086600,34.767506
101193,2026-04-26,Tel Aviv,Florentin,Jabotinsky,122,apartment,5,110,5610000,32.101713,34.764329
101194,2025-11-26,Tel Aviv,Florentin,Frug,42,private_house,4.5,100,5073000,32.076293,34.803335
101195,2024-08-06,Tel Aviv,Florentin,Allenby,52,private_house,4,82,4866000,32.077289,34.801644
101196,2025-12-03,Tel Aviv,Neve Tzedek,Jabotinsky,2,private_house,3,68,3727000,32.093336,34.789728
101197,2026-02-20,Tel Aviv,Ramat Aviv,Herzl,127,penthouse,5,110,5152000,32.087295,34.785876
101198,2026-03-12,Tel Aviv,Lev HaIr,Borochov,135,garden_apartment,3,68,3353000,32.090391,34.791050
101199,2025-10-04,Tel Aviv,Old North,Herzl,197,apartment,6,160,8859000,32.100918,34.761649
101200,2026-02-17,Tel Aviv,Old North,Jabotinsky,130,private_house,4,82,3879000,32.079324,34.775263
101201,2024-06-04,Ramat Gan,Hakfar Hayarok,Allenby,58,apartment,4,90,2492000,32.065842,34.823723
101202,2025-12-16,Ramat Gan,Marom Naveh,Sokolov,69,private_house,5.5,140,4055000,32.075796,34.826715
101203,2025-01-14,Ramat Gan,Givat Geula,Allenby,67,garden_apartment,5,110,3849000,32.077629,34.810398
101204,2025-12-03,Ramat Gan,Hakfar Hayarok,Tchernichovsky,159,apartment,3,68,2118000,32.082283,34.813671
101205,2025-08-15,Ramat Gan,Givat Geula,Borochov,29,penthouse,3.5,75,2592000,32.081771,34.827816
101206,2025-07-25,Ramat Gan,Marom Naveh,Rambam,115,garden_apartment,5,110,3744000,32.089072,34.827048
101207,2026-01-04,Ramat Gan,Marom Naveh,Tchernichovsky,6,apartment,3.5,75,2614000,32.088102,34.817804
101208,2026-04-15,Ramat Gan,Ramat Yitzhak,Ben Yehuda,120,penthouse,5,110,3571000,32.099958,34.802189
101209,2025-06-20,Ramat Gan,Givat Geula,Rambam,128,apartment,5,120,4454000,32.095040,34.806344
101210,2025-08-23,Ramat Gan,Hakfar Hayarok,Allenby,87,private_house,4.5,100,3488000,32.076902,34.801420
101211,2024-10-08,Ramat Gan,Tel Binyamin,Jabotinsky,112,apartment,3,62,2157000,32.081040,34.812191
101212,2025-07-29,Ramat Gan,Marom Naveh,Marmorek,39,apartment,3.5,75,2700000,32.077479,34.830132
101213,2025-03-22,Ramat Gan,Givat Geula,Sokolov,116,apartment,3,62,2148000,32.110062,34.813702
101214,2026-02-17,Ramat Gan,Marom Naveh,Jabotinsky,106,penthouse,2,45,1594000,32.101536,34.824975
101215,2024-10-22,Ramat Gan,Givat Geula,Hartom,82,penthouse,5.5,140,4761000,32.075250,34.830484
101216,2026-04-05,Ramat Gan,Hakfar Hayarok,Ben Yehuda,177,garden_apartment,2.5,55,1746000,32.085617,34.838445
101217,2025-02-22,Ramat Gan,Givat Geula,Herzl,4,apartment,5,120,4282000,32.087035,34.827303
101218,2025-12-31,Ramat Gan,Hakfar Hayarok,Allenby,89,penthouse,3.5,75,2705000,32.082500,34.798988
101219,2026-03-25,Ramat Gan,Hakfar Hayarok,Jabotinsky,75,garden_apartment,5,120,3710000,32.079082,34.801717
101220,2024-07-19,Ramat Gan,Givat Geula,Allenby,176,apartment,6,160,4686000,32.058958,34.813783
101221,2026-01-28,Ramat Gan,Marom Naveh,Weizmann,173,private_house,3.5,75,2249000,32.070123,34.834140
101222,2024-10-08,Ramat Gan,Tel Binyamin,Weizmann,117,apartment,5,120,4735000,32.066764,34.810928
101223,2025-02-16,Ramat Gan,Marom Naveh,Herzl,139,penthouse,3.5,75,2511000,32.107465,34.820146
101224,2025-05-14,Ramat Gan,Hakfar Hayarok,Marmorek,138,private_house,2,45,1535000,32.092499,34.814220
101225,2026-03-10,Ramat Gan,Givat Geula,Jabotinsky,122,garden_apartment,3,68,2525000,32.117067,34.811806
101226,2026-01-11,Ramat Gan,Tel Binyamin,Tchernichovsky,24,apartment,5,110,3647000,32.086328,34.818590
101227,2024-09-15,Ramat Gan,Hakfar Hayarok,Borochov,157,apartment,2,45,1425000,32.074257,34.824047
101228,2025-01-19,Ramat Gan,Tel Binyamin,Weizmann,57,apartment,2,45,1677000,32.099620,34.804497
101229,2026-03-31,Ramat Gan,Hakfar Hayarok,Frug,171,apartment,5,120,4702000,32.091973,34.810621
101230,2025-01-14,Ramat Gan,Givat Geula,Marmorek,162,apartment,3,68,2227000,32.087392,34.824291
101231,2024-08-21,Ramat Gan,Givat Geula,Frug,142,penthouse,5,110,3986000,32.097895,34.813913
101232,2025-10-11,Ramat Gan,Tel Binyamin,HaShalom,134,apartment,4.5,100,3744000,32.085929,34.828530
101233,2024-09-27,Ramat Gan,Marom Naveh,Hartom,118,garden_apartment,6,160,5054000,32.075927,34.793789
101234,2024-06-20,Ramat Gan,Ramat Yitzhak,Hartom,67,apartment,4,90,3096000,32.077935,34.825037
101235,2024-12-31,Ramat Gan,Givat Geula,Weizmann,138,apartment,3.5,75,2433000,32.084328,34.820998
101236,2024-08-11,Ramat Gan,Marom Naveh,HaShalom,134,private_house,3.5,75,2554000,32.085790,34.804756
101237,2025-12-21,Ramat Gan,Ramat Yitzhak,Weizmann,119,apartment,4.5,100,3626000,32.070636,34.835748
101238,2025-05-14,Ramat Gan,Marom Naveh,Allenby,2,apartment,3,62,1872000,32.085641,34.825122
101239,2025-11-17,Ramat Gan,Tel Binyamin,Borochov,106,penthouse,5.5,140,4642000,32.083252,34.815049
101240,2025-06-16,Ramat Gan,Hakfar Hayarok,Marmorek,54,apartment,3.5,75,3024000,32.089647,34.809332
101241,2025-03-29,Ramat Gan,Marom Naveh,Sokolov,59,apartment,3,62,2623000,32.082562,34.835690
101242,2024-08-07,Ramat Gan,Marom Naveh,Rambam,152,apartment,6,160,6148000,32.083413,34.806139
101243,2025-12-07,Ramat Gan,Marom Naveh,Sokolov,186,private_house,3,62,2170000,32.087009,34.820215
101244,2026-04-09,Ramat Gan,Tel Binyamin,Allenby,18,apartment,2.5,55,2291000,32.079710,34.810299
101245,2024-08-19,Ramat Gan,Marom Naveh,Jabotinsky,87,garden_apartment,3.5,75,3002000,32.094591,34.829441
101246,2026-01-08,Ramat Gan,Ramat Yitzhak,Frug,51,penthouse,5,110,3964000,32.080786,34.822834
101247,2024-05-28,Ramat Gan,Ramat Yitzhak,Bialik,152,private_house,6,160,5819000,32.086393,34.813813
101248,2024-11-12,Ramat Gan,Hakfar Hayarok,Bialik,51,penthouse,6,160,5273000,32.098836,34.819266
101249,2024-06-05,Ramat Gan,Tel Binyamin,Weizmann,133,garden_apartment,4.5,100,4167000,32.083635,34.798756
101250,2024-07-21,Ramat Gan,Ramat Yitzhak,Ahad HaAm,197,garden_apartment,6,160,4562000,32.089846,34.812946
101251,2024-12-25,Ramat Gan,Tel Binyamin,Ben Yehuda,80,apartment,4,90,3300000,32.103306,34.824666
101252,2024-12-07,Ramat Gan,Marom Naveh,Sokolov,56,apartment,3,62,2012000,32.084607,34.803049
101253,2025-11-27,Ramat Gan,Marom Naveh,Marmorek,29,apartment,6,160,4970000,32.071230,34.803654
101254,2025-07-10,Ramat Gan,Givat Geula,Frug,142,apartment,5.5,140,4686000,32.068229,34.806722
101255,2025-12-20,Ramat Gan,Givat Geula,Jabotinsky,181,apartment,5,120,3998000,32.079506,34.814286
101256,2025-07-10,Ramat Gan,Hakfar Hayarok,Tchernichovsky,23,apartment,5.5,140,5466000,32.082606,34.812764
101257,2024-08-15,Ramat Gan,Marom Naveh,Hartom,172,apartment,4,82,2760000,32.081297,34.817933
101258,2024-12-12,Ramat Gan,Givat Geula,Tchernichovsky,30,private_house,5,120,4075000,32.077790,34.821565
101259,2025-12-20,Ramat Gan,Tel Binyamin,Weizmann,143,penthouse,3,62,2213000,32.094575,34.826817
101260,2024-07-13,Ramat Gan,Marom Naveh,HaShalom,16,apartment,2,45,1527000,32.103167,34.833257
101261,2025-11-07,Ramat Gan,Marom Naveh,Sokolov,62,apartment,2.5,55,2176000,32.081476,34.806934
101262,2025-10-31,Ramat Gan,Ramat Yitzhak,Herzl,149,apartment,4,90,3124000,32.077480,34.793816
101263,2026-03-29,Ramat Gan,Ramat Yitzhak,Sokolov,7,garden_apartment,5,120,4270000,32.086581,34.826092
101264,2025-05-16,Ramat Gan,Ramat Yitzhak,Bialik,155,penthouse,3.5,75,2837000,32.081770,34.827545
101265,2024-11-24,Ramat Gan,Tel Binyamin,Marmorek,108,apartment,5,110,3491000,32.092985,34.826771
101266,2024-12-15,Ramat Gan,Marom Naveh,Jabotinsky,102,private_house,5,120,4165000,32.068401,34.827549
101267,2025-10-25,Ramat Gan,Hakfar Hayarok,Allenby,80,apartment,3,68,2348000,32.080856,34.820146
101268,2026-02-13,Ramat Gan,Givat Geula,Rambam,18,apartment,2.5,55,1883000,32.059937,34.822298
101269,2026-04-12,Ramat Gan,Marom Naveh,Weizmann,39,private_house,3,68,2446000,32.065280,34.827348
101270,2024-09-04,Ramat Gan,Givat Geula,HaShalom,46,penthouse,5,110,4084000,32.077425,34.821514
101271,2025-11-08,Ramat Gan,Givat Geula,HaShalom,120,apartment,4,82,3286000,32.077926,34.818048
101272,2025-08-04,Ramat Gan,Ramat Yitzhak,Weizmann,141,apartment,3,62,2230000,32.058648,34.804804
101273,2025-02-12,Ramat Gan,Ramat Yitzhak,Ben Yehuda,11,apartment,4.5,100,3518000,32.097754,34.807566
101274,2025-03-13,Ramat Gan,Hakfar Hayarok,Allenby,135,garden_apartment,6,160,5214000,32.069426,34.821836
101275,2025-12-19,Ramat Gan,Hakfar Hayarok,Frug,125,private_house,5,110,4043000,32.072730,34.816754
101276,2024-08-17,Ramat Gan,Tel Binyamin,Bialik,141,penthouse,4,82,2224000,32.091344,34.824457
101277,2026-03-15,Ramat Gan,Ramat Yitzhak,Hartom,35,apartment,2.5,55,2153000,32.112842,34.800316
101278,2025-08-27,Ramat Gan,Hakfar Hayarok,Ben Yehuda,61,garden_apartment,3,68,2716000,32.084072,34.813802
101279,2024-09-28,Ramat Gan,Ramat Yitzhak,Hartom,91,apartment,2.5,55,1724000,32.083329,34.803968
101280,2025-06-03,Ramat Gan,Hakfar Hayarok,Allenby,59,private_house,6,160,5526000,32.068201,34.815417
101281,2026-01-17,Ramat Gan,Givat Geula,Herzl,117,apartment,4,90,3158000,32.084213,34.825807
101282,2024-12-26,Ramat Gan,Hakfar Hayarok,Hartom,193,apartment,2.5,55,1842000,32.075079,34.813829
101283,2026-04-04,Ramat Gan,Hakfar Hayarok,Allenby,69,apartment,4,90,3277000,32.095086,34.800467
101284,2026-04-28,Ramat Gan,Hakfar Hayarok,Jabotinsky,174,apartment,3,68,2849000,32.096686,34.825459
101285,2025-09-07,Ramat Gan,Tel Binyamin,Herzl,114,apartment,2,45,1586000,32.069778,34.794339
101286,2024-09-27,Ramat Gan,Marom Naveh,Jabotinsky,35,apartment,3,62,2374000,32.077105,34.785321
101287,2025-01-19,Ramat Gan,Tel Binyamin,Hartom,66,apartment,2,45,1997000,32.074318,34.810293
101288,2024-12-03,Ramat Gan,Marom Naveh,Bialik,81,garden_apartment,3,68,2632000,32.095473,34.818969
101289,2025-12-26,Ramat Gan,Hakfar Hayarok,Bialik,172,private_house,5,120,4192000,32.069549,34.829982
101290,2024-09-15,Ramat Gan,Hakfar Hayarok,Tchernichovsky,87,private_house,4.5,100,3383000,32.103850,34.831087
101291,2026-03-13,Ramat Gan,Givat Geula,Hartom,132,penthouse,5,110,4644000,32.069358,34.815018
101292,2025-05-16,Ramat Gan,Hakfar Hayarok,Herzl,145,apartment,3,68,2464000,32.076393,34.816561
101293,2024-10-22,Ramat Gan,Givat Geula,Rambam,173,apartment,2.5,55,1911000,32.091620,34.802579
101294,2025-03-01,Ramat Gan,Ramat Yitzhak,Weizmann,16,apartment,3,68,2481000,32.076681,34.832762
101295,2025-10-09,Ramat Gan,Ramat Yitzhak,Allenby,85,private_house,3,68,2741000,32.083202,34.833812
101296,2025-06-23,Ramat Gan,Ramat Yitzhak,Hartom,36,private_house,5.5,140,4875000,32.093194,34.807960
101297,2025-08-10,Ramat Gan,Marom Naveh,Sokolov,76,garden_apartment,5.5,140,4468000,32.092527,34.830447
101298,2024-06-05,Ramat Gan,Marom Naveh,Tchernichovsky,115,apartment,2.5,55,2025000,32.100560,34.837012
101299,2025-09-04,Ramat Gan,Ramat Yitzhak,Ahad HaAm,1,garden_apartment,5,110,3819000,32.089546,34.844651
101300,2026-03-07,Ramat Gan,Hakfar Hayarok,Sokolov,131,penthouse,4,90,3332000,32.059972,34.809203
101301,2024-07-30,Ramat Gan,Hakfar Hayarok,Allenby,31,apartment,3,62,1969000,32.058059,34.813299
101302,2024-06-03,Ramat Gan,Tel Binyamin,Bialik,135,apartment,6,160,6177000,32.083143,34.810639
101303,2024-11-11,Ramat Gan,Hakfar Hayarok,Rambam,156,apartment,6,160,4789000,32.074376,34.801340
101304,2026-05-02,Ramat Gan,Ramat Yitzhak,Sokolov,164,apartment,4,82,3164000,32.067149,34.828640
101305,2025-07-29,Ramat Gan,Givat Geula,Weizmann,59,apartment,4,90,2793000,32.093204,34.820411
101306,2026-04-20,Ramat Gan,Marom Naveh,Borochov,147,apartment,3.5,75,2709000,32.080226,34.822568
101307,2025-02-01,Ramat Gan,Tel Binyamin,Borochov,38,apartment,4,82,3082000,32.083924,34.815603
101308,2024-10-16,Ramat Gan,Tel Binyamin,Weizmann,133,penthouse,4,82,3024000,32.082318,34.797944
101309,2026-02-21,Ramat Gan,Hakfar Hayarok,Jabotinsky,99,private_house,4,90,2950000,32.070805,34.813157
101310,2024-12-30,Ramat Gan,Tel Binyamin,Bialik,127,garden_apartment,5.5,140,4821000,32.069837,34.819092
101311,2024-12-24,Ramat Gan,Marom Naveh,Borochov,85,apartment,4,82,3116000,32.090869,34.811474
101312,2024-08-20,Ramat Gan,Givat Geula,Jabotinsky,19,apartment,3.5,75,2877000,32.097660,34.819208
101313,2025-12-07,Ramat Gan,Hakfar Hayarok,Sokolov,114,apartment,4,90,3305000,32.088511,34.802020
101314,2026-03-05,Ramat Gan,Ramat Yitzhak,Bialik,29,apartment,5.5,140,4596000,32.079934,34.820682
101315,2025-03-01,Ramat Gan,Tel Binyamin,Herzl,108,penthouse,3,68,2129000,32.096929,34.807928
101316,2026-04-26,Ramat Gan,Tel Binyamin,Tchernichovsky,43,apartment,3.5,75,2651000,32.097434,34.803969
101317,2026-03-10,Ramat Gan,Hakfar Hayarok,Jabotinsky,83,penthouse,6,160,5511000,32.080551,34.834196
101318,2024-05-30,Ramat Gan,Hakfar Hayarok,Weizmann,151,apartment,5,120,4212000,32.086061,34.836197
101319,2025-04-10,Ramat Gan,Ramat Yitzhak,HaShalom,152,penthouse,4,82,2919000,32.074573,34.793301
101320,2025-12-14,Ramat Gan,Ramat Yitzhak,Marmorek,25,apartment,4.5,100,3617000,32.080721,34.833777
101321,2025-05-14,Ramat Gan,Tel Binyamin,Sokolov,100,penthouse,4,82,2719000,32.060715,34.829367
101322,2025-05-19,Ramat Gan,Ramat Yitzhak,Bialik,79,apartment,2,45,1583000,32.084245,34.813814
101323,2025-05-14,Ramat Gan,Tel Binyamin,Frug,24,apartment,2,45,1466000,32.066414,34.824630
101324,2025-01-13,Ramat Gan,Ramat Yitzhak,Frug,109,apartment,5,110,3282000,32.076230,34.829054
101325,2024-06-21,Ramat Gan,Ramat Yitzhak,Frug,54,garden_apartment,6,160,6103000,32.073860,34.805264
101326,2026-05-12,Ramat Gan,Ramat Yitzhak,Frug,28,penthouse,6,160,4650000,32.104938,34.807506
101327,2024-09-05,Ramat Gan,Tel Binyamin,Herzl,147,garden_apartment,5,120,4716000,32.085472,34.833924
101328,2026-04-02,Ramat Gan,Tel Binyamin,Rambam,31,apartment,4.5,100,3492000,32.097331,34.795254
101329,2025-10-07,Ramat Gan,Ramat Yitzhak,Frug,126,apartment,5,120,3695000,32.082355,34.802206
101330,2025-09-16,Ramat Gan,Marom Naveh,Allenby,62,private_house,6,160,5879000,32.070422,34.825697
101331,2024-10-18,Ramat Gan,Ramat Yitzhak,Ben Yehuda,95,penthouse,5.5,140,4873000,32.072171,34.797689
101332,2026-01-30,Ramat Gan,Marom Naveh,Bialik,80,apartment,3.5,75,2403000,32.065214,34.812007
101333,2024-07-07,Ramat Gan,Hakfar Hayarok,Hartom,63,apartment,4,90,2838000,32.083233,34.818153
101334,2025-06-01,Ramat Gan,Marom Naveh,Ben Yehuda,171,apartment,3,62,2002000,32.084308,34.819162
101335,2024-10-22,Ramat Gan,Ramat Yitzhak,Allenby,98,private_house,5,110,3646000,32.074407,34.819489
101336,2026-01-10,Ramat Gan,Tel Binyamin,Sokolov,115,penthouse,5,110,3214000,32.102300,34.811893
101337,2024-05-27,Ramat Gan,Hakfar Hayarok,Weizmann,185,apartment,5,120,4175000,32.085995,34.786317
101338,2025-11-04,Ramat Gan,Marom Naveh,HaShalom,51,penthouse,6,160,4615000,32.078194,34.812251
101339,2024-06-03,Ramat Gan,Marom Naveh,Tchernichovsky,109,penthouse,5,120,3583000,32.092792,34.802366
101340,2024-10-07,Ramat Gan,Ramat Yitzhak,Tchernichovsky,61,apartment,4,90,3094000,32.080929,34.813750
101341,2024-08-17,Ramat Gan,Ramat Yitzhak,Marmorek,34,private_house,3,62,1929000,32.090517,34.820486
101342,2025-09-02,Ramat Gan,Hakfar Hayarok,Frug,28,apartment,2.5,55,1787000,32.080657,34.829333
101343,2024-06-13,Ramat Gan,Hakfar Hayarok,Borochov,82,apartment,3,62,2095000,32.083584,34.818137
101344,2025-07-23,Ramat Gan,Marom Naveh,Rambam,128,apartment,2,45,1385000,32.084811,34.817507
101345,2024-07-02,Ramat Gan,Ramat Yitzhak,Herzl,42,penthouse,4,82,3470000,32.093249,34.811276
101346,2026-02-17,Ramat Gan,Ramat Yitzhak,Tchernichovsky,193,apartment,4,82,2922000,32.069910,34.807457
101347,2024-07-15,Ramat Gan,Givat Geula,Jabotinsky,104,private_house,4.5,100,4303000,32.080661,34.801398
101348,2025-05-30,Ramat Gan,Tel Binyamin,Marmorek,103,apartment,4,82,2202000,32.105427,34.827987
101349,2025-11-06,Ramat Gan,Tel Binyamin,Rambam,198,garden_apartment,5.5,140,4503000,32.083681,34.825060
101350,2025-11-06,Ramat Gan,Tel Binyamin,Borochov,174,penthouse,3,68,2562000,32.067002,34.816304
101351,2025-06-15,Ramat Gan,Ramat Yitzhak,Hartom,118,apartment,3.5,75,2397000,32.090502,34.824794
101352,2025-10-29,Ramat Gan,Givat Geula,Sokolov,125,apartment,6,160,5904000,32.099707,34.820603
101353,2024-12-07,Ramat Gan,Ramat Yitzhak,Tchernichovsky,68,penthouse,4,90,3308000,32.064086,34.814608
101354,2026-03-28,Ramat Gan,Marom Naveh,Ahad HaAm,93,apartment,6,160,6356000,32.105639,34.806824
101355,2026-03-04,Ramat Gan,Ramat Yitzhak,Frug,117,apartment,2.5,55,1520000,32.064867,34.820228
101356,2024-08-30,Ramat Gan,Marom Naveh,Sokolov,151,apartment,4,82,2856000,32.061219,34.821487
101357,2026-02-02,Ramat Gan,Marom Naveh,Borochov,150,garden_apartment,5.5,140,4889000,32.096526,34.815668
101358,2025-12-06,Ramat Gan,Givat Geula,Herzl,143,private_house,2.5,55,2049000,32.081109,34.795043
101359,2024-08-18,Ramat Gan,Ramat Yitzhak,Tchernichovsky,42,apartment,6,160,5763000,32.080209,34.815248
